0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.125000000000005811e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.125000000000004944e-03,1.000000000000000021e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-04
3.125000000000005811e-03,0.000000000000000000e+00,5.000000000000000104e-04
0.000000000000000000e+00,1.000000000000000021e-03,5.000000000000000104e-04
1.562500000000002906e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.125000000000004944e-03,5.000000000000000104e-04,0.000000000000000000e+00
1.562500000000002038e-03,1.000000000000000021e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.999999999999995767e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000052e-04
3.125000000000005811e-03,0.000000000000000000e+00,2.500000000000000052e-04
0.000000000000000000e+00,1.000000000000000021e-03,2.500000000000000052e-04
1.562500000000002906e-03,0.000000000000000000e+00,5.000000000000000104e-04
0.000000000000000000e+00,5.000000000000004441e-04,5.000000000000000104e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03
3.125000000000005811e-03,0.000000000000000000e+00,1.000000000000000021e-03
3.125000000000004944e-03,1.000000000000000021e-03,1.000000000000000021e-03
0.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000021e-03
0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000156e-04
3.125000000000005811e-03,0.000000000000000000e+00,7.500000000000000156e-04
0.000000000000000000e+00,1.000000000000000021e-03,7.500000000000000156e-04
1.562500000000002906e-03,0.000000000000000000e+00,1.000000000000000021e-03
3.125000000000004944e-03,5.000000000000000104e-04,1.000000000000000021e-03
1.562500000000002038e-03,1.000000000000000021e-03,1.000000000000000021e-03
0.000000000000000000e+00,4.999999999999995767e-04,1.000000000000000021e-03
3.125000000000001041e-03,2.000000000000000909e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000909e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000909e-03,5.000000000000000104e-04
3.125000000000003209e-03,1.500000000000000031e-03,0.000000000000000000e+00
1.562500000000000954e-03,2.000000000000000909e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000031e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000909e-03,2.500000000000000052e-04
0.000000000000000000e+00,1.500000000000000031e-03,5.000000000000000104e-04
3.125000000000001041e-03,2.000000000000000909e-03,1.000000000000000021e-03
0.000000000000000000e+00,2.000000000000000909e-03,1.000000000000000021e-03
0.000000000000000000e+00,2.000000000000000909e-03,7.500000000000000156e-04
3.125000000000003209e-03,1.500000000000000031e-03,1.000000000000000021e-03
1.562500000000000954e-03,2.000000000000000909e-03,1.000000000000000021e-03
0.000000000000000000e+00,1.500000000000000031e-03,1.000000000000000021e-03
3.125000000000000173e-03,3.000000000000000930e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000930e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000930e-03,5.000000000000000104e-04
3.125000000000001041e-03,2.500000000000000919e-03,0.000000000000000000e+00
1.562500000000000087e-03,3.000000000000000930e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000919e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000930e-03,2.500000000000000052e-04
0.000000000000000000e+00,2.500000000000000919e-03,5.000000000000000104e-04
3.125000000000000173e-03,3.000000000000000930e-03,1.000000000000000021e-03
0.000000000000000000e+00,3.000000000000000930e-03,1.000000000000000021e-03
0.000000000000000000e+00,3.000000000000000930e-03,7.500000000000000156e-04
3.125000000000001041e-03,2.500000000000000919e-03,1.000000000000000021e-03
1.562500000000000087e-03,3.000000000000000930e-03,1.000000000000000021e-03
0.000000000000000000e+00,2.500000000000000919e-03,1.000000000000000021e-03
3.124999999999998005e-03,4.000000000000000951e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000951e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000951e-03,5.000000000000000104e-04
3.124999999999998872e-03,3.500000000000000940e-03,0.000000000000000000e+00
1.562499999999999003e-03,4.000000000000000951e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.500000000000000940e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000951e-03,2.500000000000000052e-04
0.000000000000000000e+00,3.500000000000000940e-03,5.000000000000000104e-04
3.124999999999998005e-03,4.000000000000000951e-03,1.000000000000000021e-03
0.000000000000000000e+00,4.000000000000000951e-03,1.000000000000000021e-03
0.000000000000000000e+00,4.000000000000000951e-03,7.500000000000000156e-04
3.124999999999998872e-03,3.500000000000000940e-03,1.000000000000000021e-03
1.562499999999999003e-03,4.000000000000000951e-03,1.000000000000000021e-03
0.000000000000000000e+00,3.500000000000000940e-03,1.000000000000000021e-03
3.124999999999995837e-03,5.000000000000000971e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000971e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000971e-03,5.000000000000000104e-04
3.124999999999997138e-03,4.500000000000001395e-03,0.000000000000000000e+00
1.562499999999997918e-03,5.000000000000000971e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.500000000000001395e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000971e-03,2.500000000000000052e-04
0.000000000000000000e+00,4.500000000000001395e-03,5.000000000000000104e-04
3.124999999999995837e-03,5.000000000000000971e-03,1.000000000000000021e-03
0.000000000000000000e+00,5.000000000000000971e-03,1.000000000000000021e-03
0.000000000000000000e+00,5.000000000000000971e-03,7.500000000000000156e-04
3.124999999999997138e-03,4.500000000000001395e-03,1.000000000000000021e-03
1.562499999999997918e-03,5.000000000000000971e-03,1.000000000000000021e-03
0.000000000000000000e+00,4.500000000000001395e-03,1.000000000000000021e-03
6.250000000000004684e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000002949e-03,1.000000000000000021e-03,0.000000000000000000e+00
6.250000000000004684e-03,0.000000000000000000e+00,5.000000000000000104e-04
4.687500000000005898e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000003816e-03,5.000000000000000104e-04,0.000000000000000000e+00
4.687500000000004163e-03,1.000000000000000021e-03,0.000000000000000000e+00
6.250000000000004684e-03,0.000000000000000000e+00,2.500000000000000052e-04
4.687500000000005898e-03,0.000000000000000000e+00,5.000000000000000104e-04
6.250000000000004684e-03,0.000000000000000000e+00,1.000000000000000021e-03
6.250000000000002949e-03,1.000000000000000021e-03,1.000000000000000021e-03
6.250000000000004684e-03,0.000000000000000000e+00,7.500000000000000156e-04
4.687500000000005898e-03,0.000000000000000000e+00,1.000000000000000021e-03
6.250000000000003816e-03,5.000000000000000104e-04,1.000000000000000021e-03
4.687500000000004163e-03,1.000000000000000021e-03,1.000000000000000021e-03
6.250000000000001214e-03,2.000000000000000042e-03,0.000000000000000000e+00
6.250000000000002082e-03,1.500000000000000031e-03,0.000000000000000000e+00
4.687500000000002429e-03,2.000000000000000909e-03,0.000000000000000000e+00
6.250000000000001214e-03,2.000000000000000042e-03,1.000000000000000021e-03
6.250000000000002082e-03,1.500000000000000031e-03,1.000000000000000021e-03
4.687500000000002429e-03,2.000000000000000909e-03,1.000000000000000021e-03
