time,disp_x_max,disp_y_max,disp_z_max,react_y_bot,react_y_top,stress_vm_max,stress_yy_max
33,8.2278374082999e-07,5.2380952380952e-06,8.2278374082999e-07,-695.78119670515,695.78119670478,86895949.592496,87678673.117832
34,8.477165814612e-07,5.3968253968254e-06,8.477165814612e-07,-716.86547539319,716.86547539279,89529160.186208,90335602.606251
35,8.7264942209241e-07,5.5555555555556e-06,8.7264942209241e-07,-737.94975408123,737.94975408082,92162370.77992,92992532.09467
36,8.9758226272362e-07,5.7142857142857e-06,8.9758226272362e-07,-759.03403276926,759.03403276881,94795581.373632,95649461.583088
37,9.2251510335483e-07,5.8730158730159e-06,9.2251510335483e-07,-780.11831145729,780.11831145685,97428791.967344,98306391.071508
38,9.4744794398605e-07,6.031746031746e-06,9.4744794398605e-07,-801.20259014533,801.20259014486,100062002.56106,100963320.55993
39,9.7238078461726e-07,6.1904761904762e-06,9.7238078461726e-07,-822.28686883337,822.28686883287,102695213.15477,103620250.04835
40,9.9731362524847e-07,6.3492063492063e-06,9.9731362524847e-07,-843.3711475214,843.3711475209,105328423.74848,106277179.53676
41,1.0222464658797e-06,6.5079365079365e-06,1.0222464658797e-06,-864.45542620944,864.45542620899,107961634.34219,108934109.02518
42,1.0471793065109e-06,6.6666666666667e-06,1.0471793065109e-06,-885.53970489747,885.53970489702,110594844.9359,111591038.5136
43,1.0721121471421e-06,6.8253968253968e-06,1.0721121471421e-06,-906.6239835855,906.62398358501,113228055.52962,114247968.00202
44,1.0970449877733e-06,6.984126984127e-06,1.0970449877733e-06,-927.70826227354,927.70826227305,115861266.12333,116904897.49044
45,1.1219778284045e-06,7.1428571428571e-06,1.1219778284045e-06,-948.79254096157,948.79254096106,118494476.71704,119561826.97886
46,1.1469106690357e-06,7.3015873015873e-06,1.1469106690357e-06,-969.87681964961,969.87681964908,121127687.31075,122218756.46728
47,1.171843509667e-06,7.4603174603175e-06,1.171843509667e-06,-990.96109833765,990.96109833711,123760897.90446,124875685.9557
48,1.1967763502982e-06,7.6190476190476e-06,1.1967763502982e-06,-1012.0453770257,1012.0453770251,126394108.49817,127532615.44412
49,1.2217091909294e-06,7.7777777777778e-06,1.2217091909294e-06,-1033.1296557137,1033.1296557132,129027319.09188,130189544.93254
50,1.2466420315606e-06,7.9365079365079e-06,1.2466420315606e-06,-1054.2139344018,1054.2139344012,131660529.6856,132846474.42096
51,1.2715748721918e-06,8.0952380952381e-06,1.2715748721918e-06,-1075.2982130898,1075.2982130892,134293740.27931,135503403.90938
52,1.296507712823e-06,8.2539682539683e-06,1.296507712823e-06,-1096.3824917778,1096.3824917772,136926950.87302,138160333.3978
53,1.3214405534542e-06,8.4126984126984e-06,1.3214405534542e-06,-1117.4667704659,1117.4667704652,139560161.46673,140817262.88622
54,1.3463733940854e-06,8.5714285714286e-06,1.3463733940854e-06,-1138.5510491539,1138.5510491532,142193372.06044,143474192.37464
55,1.3713062347166e-06,8.7301587301587e-06,1.3713062347166e-06,-1159.6353278419,1159.6353278413,144826582.65416,146131121.86307
56,1.3962390753479e-06,8.8888888888889e-06,1.3962390753479e-06,-1180.71960653,1180.7196065293,147459793.24787,148788051.35149
57,1.4211719159791e-06,9.047619047619e-06,1.4211719159791e-06,-1201.803885218,1201.8038852173,150093003.84158,151444980.83991
58,1.4461047566103e-06,9.2063492063492e-06,1.4461047566103e-06,-1222.888163906,1222.8881639053,152726214.43529,154101910.32833
59,1.4710375972415e-06,9.3650793650794e-06,1.4710375972415e-06,-1243.9724425941,1243.9724425933,155359425.02901,156758839.81675
60,1.4959704378727e-06,9.5238095238095e-06,1.4959704378727e-06,-1265.0567212821,1265.0567212814,157992635.62272,159415769.30517
61,1.5209032785039e-06,9.6825396825397e-06,1.5209032785039e-06,-1286.1409999701,1286.1409999694,160625846.21643,162072698.79359
62,1.5458361191351e-06,9.8412698412698e-06,1.5458361191351e-06,-1307.2252786582,1307.2252786574,163259056.81015,164729628.28201
63,1.5707689597663e-06,1e-05,1.5707689597663e-06,-1328.3095573462,1328.3095573454,165892267.40386,167386557.77043
