time,disp_x_max,disp_y_max,disp_z_max,react_y_bot,react_y_top,stress_vm_max,stress_yy_max
26,6.482514797637e-07,4.1269841269841e-06,6.482514797637e-07,-555.41458441757,555.41458441792,66899477.432493,67721515.595639
27,6.7318422898538e-07,4.2857142857143e-06,6.7318422898538e-07,-576.77668381825,576.7766838186,69472534.256819,70326189.272394
28,6.9811697820706e-07,4.4444444444444e-06,6.9811697820706e-07,-598.13878321893,598.13878321928,72045591.081147,72930862.949151
29,7.2304972742874e-07,4.6031746031746e-06,7.2304972742874e-07,-619.5008826196,619.50088261997,74618647.905473,75535536.625906
30,7.4798247665043e-07,4.7619047619048e-06,7.4798247665043e-07,-640.86298202028,640.86298202066,77191704.7298,78140210.302661
31,7.7291522587211e-07,4.9206349206349e-06,7.7291522587211e-07,-662.22508142095,662.22508142135,79764761.554127,80744883.979418
32,7.9784797509379e-07,5.0793650793651e-06,7.9784797509379e-07,-683.58718082163,683.58718082203,82337818.378454,83349557.656173
33,8.2278072431547e-07,5.2380952380952e-06,8.2278072431547e-07,-704.9492802223,704.94928022271,84910875.202781,85954231.332929
34,8.4771347353715e-07,5.3968253968254e-06,8.4771347353715e-07,-726.31137962298,726.31137962339,87483932.027108,88558905.009685
35,8.7264622275883e-07,5.5555555555556e-06,8.7264622275883e-07,-747.67347902366,747.67347902407,90056988.851434,91163578.68644
36,8.9757897198051e-07,5.7142857142857e-06,8.9757897198051e-07,-769.03557842433,769.03557842477,92630045.675761,93768252.363196
37,9.2251172120219e-07,5.8730158730159e-06,9.2251172120219e-07,-790.39767782501,790.39767782545,95203102.500088,96372926.039952
38,9.4744447042387e-07,6.031746031746e-06,9.4744447042387e-07,-811.75977722568,811.75977722613,97776159.324415,98977599.716707
39,9.7237721964555e-07,6.1904761904762e-06,9.7237721964555e-07,-833.12187662636,833.12187662681,100349216.14874,101582273.39346
40,9.9730996886723e-07,6.3492063492063e-06,9.9730996886723e-07,-854.48397602704,854.48397602749,102922272.97307,104186947.07022
41,1.0222427180889e-06,6.5079365079365e-06,1.0222427180889e-06,-875.84607542771,875.84607542823,105495329.7974,106791620.74698
42,1.0471754673106e-06,6.6666666666667e-06,1.0471754673106e-06,-897.20817482839,897.20817482889,108068386.62172,109396294.42373
43,1.0721082165323e-06,6.8253968253968e-06,1.0721082165323e-06,-918.57027422906,918.57027422959,110641443.44605,112000968.10049
44,1.097040965754e-06,6.984126984127e-06,1.097040965754e-06,-939.93237362974,939.93237363026,113214500.27038,114605641.77724
45,1.1219737149756e-06,7.1428571428571e-06,1.1219737149756e-06,-961.29447303042,961.29447303095,115787557.0947,117210315.454
46,1.1469064641973e-06,7.3015873015873e-06,1.1469064641973e-06,-982.65657243109,982.65657243164,118360613.91903,119814989.13075
47,1.171839213419e-06,7.4603174603175e-06,1.171839213419e-06,-1004.0186718318,1004.0186718323,120933670.74336,122419662.80751
48,1.1967719626407e-06,7.6190476190476e-06,1.1967719626407e-06,-1025.3807712324,1025.380771233,123506727.56768,125024336.48427
49,1.2217047118624e-06,7.7777777777778e-06,1.2217047118624e-06,-1046.7428706331,1046.7428706338,126079784.39201,127629010.16102
50,1.246637461084e-06,7.9365079365079e-06,1.246637461084e-06,-1068.1049700338,1068.1049700344,128652841.21634,130233683.83778
51,1.2715702103057e-06,8.0952380952381e-06,1.2715702103057e-06,-1089.4670694345,1089.4670694351,131225898.04066,132838357.51453
52,1.2965029595274e-06,8.2539682539683e-06,1.2965029595274e-06,-1110.8291688351,1110.8291688358,133798954.86499,135443031.19129
53,1.3214357087491e-06,8.4126984126984e-06,1.3214357087491e-06,-1132.1912682358,1132.1912682365,136372011.68932,138047704.86804
54,1.3463684579708e-06,8.5714285714286e-06,1.3463684579708e-06,-1153.5533676365,1153.5533676371,138945068.51364,140652378.5448
55,1.3713012071924e-06,8.7301587301587e-06,1.3713012071924e-06,-1174.9154670372,1174.9154670378,141518125.33797,143257052.22156
56,1.3962339564141e-06,8.8888888888889e-06,1.3962339564141e-06,-1196.2775664378,1196.2775664385,144091182.1623,145861725.89831
57,1.4211667056358e-06,9.047619047619e-06,1.4211667056358e-06,-1217.6396658385,1217.6396658392,146664238.98663,148466399.57507
58,1.4460994548575e-06,9.2063492063492e-06,1.4460994548575e-06,-1239.0017652392,1239.0017652399,149237295.81095,151071073.25182
59,1.4710322040792e-06,9.3650793650794e-06,1.4710322040792e-06,-1260.3638646399,1260.3638646406,151810352.63528,153675746.92858
60,1.4959649533009e-06,9.5238095238095e-06,1.4959649533009e-06,-1281.7259640406,1281.7259640413,154383409.45961,156280420.60534
61,1.5208977025225e-06,9.6825396825397e-06,1.5208977025225e-06,-1303.0880634412,1303.088063442,156956466.28393,158885094.28209
62,1.5458304517442e-06,9.8412698412698e-06,1.5458304517442e-06,-1324.4501628419,1324.4501628426,159529523.10826,161489767.95885
63,1.5707632009659e-06,1e-05,1.5707632009659e-06,-1345.8122622426,1345.8122622433,162102579.93259,164094441.63561
